CODE,PRJ_LETTER_GRADE,SB_UID,SB_STATE,sbName,execount,observed,C34_1,C34_2,C34_3,C34_4,C34_5,C34_6,C34_7
2013.1.00331.S,B,uid://A001/X122/X93,Ready,PN_Mz3_a_07_TE,2,0.0,0,0,0,0,0,0,1
2013.1.00331.S,B,uid://A001/X122/X94,Ready,Hen_3-40_a_07_TE,2,0.0,0,0,0,0,0,0,1
2013.1.00331.S,B,uid://A001/X122/X95,FullyObserved,NGC_6302_a_07_TE,1,1.0,0,0,0,0,1,1,0
2013.1.00278.S,B,uid://A001/X120/Xb1,Ready,IRAS1629_a_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xb4,Ready,IRAS1629_b_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xb7,Ready,IRAS1629_c_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xba,Ready,IRAS1629_d_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xbd,Ready,IRAS1629_e_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xc0,Ready,IRAS1629_f_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xc3,Ready,IRAS1629_g_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xc6,Ready,IRAS1629_h_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xc9,Ready,IRAS1629_i_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xcc,Ready,IRAS1629_j_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xcf,Ready,IRAS1629_k_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xd2,Ready,IRAS1629_l_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xd5,Ready,IRAS1629_m_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xd8,Ready,IRAS1629_n_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xdb,Ready,IRAS1629_o_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xde,Ready,IRAS1629_p_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xe1,Ready,IRAS1629_q_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00278.S,B,uid://A001/X120/Xe4,Ready,IRAS1629_r_07_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00568.S,B,uid://A001/X122/X3da,Ready,W2332-50_a_06_TE,2,0.0,0,0,0,0,0,0,1
2013.1.00749.S,B,uid://A001/X122/X313,Ready,G09H40_a_09_TE,1,0.0,0,0,0,1,1,1,0
2013.1.00749.S,B,uid://A001/X122/X314,Ready,G09H97_a_08_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00749.S,B,uid://A001/X122/X315,Ready,ID81_a_08_TE,1,0.0,0,0,0,0,0,1,0
2013.1.00749.S,B,uid://A001/X122/X316,Ready,ID141_a_07_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00749.S,B,uid://A001/X122/X317,Ready,HELMS59_a_08_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00749.S,B,uid://A001/X122/X318,Ready,HELMS62_a_08_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00749.S,B,uid://A001/X122/X319,Ready,HELMS10_a_07_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00749.S,B,uid://A001/X122/X31a,Ready,HELMS28_a_07_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00749.S,B,uid://A001/X122/X31b,Ready,XMM03_a_08_TE,1,0.0,0,0,0,0,1,1,0
2013.1.00749.S,B,uid://A001/X122/X31c,Ready,XMM06_a_08_TE,1,0.0,0,0,0,0,0,1,0
2013.1.00433.S,B,uid://A001/X13b/Xf5,Ready,BDF-3299_a_06_TE,4,0.0,0,0,0,0,0,1,1
2013.1.00433.S,B,uid://A001/X13b/Xf6,Ready,BDF-3299_a_08_TE,2,0.0,0,0,1,1,1,1,0
2012.1.00332.S,B,uid://A002/X7d1738/X131,Ready,NGC_4945_CO,3,0.0,0,0,0,0,0,1,1
2012.1.00332.S,B,uid://A002/X7d1738/X132,Ready,NGC_4945_HCN,3,0.0,0,0,0,0,0,1,1
2013.1.00257.S,B,uid://A001/X12b/X1a4,Ready,arp_220_a_07_TE,1,0.0,0,0,0,0,0,0,1
2012.1.00885.S,B,uid://A002/X609170/X17,Ready,ClJ1448+0856_B3,3,0.0,0,0,0,1,1,1,0
2012.1.00885.S,B,uid://A002/X609170/X18,FullyObserved,ClJ1448+0856_B7_mosaic,3,3.0,0,1,1,1,0,0,0
2012.1.01020.S,B,uid://A002/X5a9a13/X673,FullyObserved,SDF1100.001-b6cont,1,1.0,0,1,1,1,1,1,0
2012.1.01020.S,B,uid://A002/X5a9a13/X674,FullyObserved,SDF1100.001-b7cont,2,2.0,0,1,1,1,1,1,0
2012.1.01020.S,B,uid://A002/X5a9a13/X675,Ready,Multi-source-b9cont,1,0.0,0,1,1,1,1,1,0
2013.1.00742.S,B,uid://A001/X148/X56,Ready,SXDF-B3-_a_03_TE,175,0.0,0,0,1,1,1,1,0
2013.1.00546.S,B,uid://A001/X122/X357,FullyObserved,OMC1_NW_a_06_TE,3,3.0,0,1,0,0,0,0,0
2013.1.00546.S,B,uid://A001/X122/X359,FullyObserved,OMC1_SE_a_06_TE,1,1.0,0,1,0,0,0,0,0
2013.1.01136.S,B,uid://A001/X145/X378,FullyObserved,N113_a_06_TE,1,1.0,1,1,0,0,0,0,0
2013.1.00229.S,B,uid://A001/X121/X19f,FullyObserved,IC_4296_a_06_TE,1,1.0,0,0,0,0,1,1,0
2013.1.00229.S,B,uid://A001/X121/X1a0,FullyObserved,NGC_1332_a_06_TE,1,1.0,0,0,0,0,1,1,0
2013.1.00229.S,B,uid://A001/X121/X1a1,Ready,NGC_1380_a_06_TE,1,0.0,0,0,0,0,1,1,0
2013.1.00229.S,B,uid://A001/X121/X1a2,Ready,NGC_3258_a_06_TE,2,1.0,0,0,0,0,1,1,0
2013.1.00229.S,B,uid://A001/X121/X1a3,FullyObserved,NGC_6861_a_06_TE,1,1.0,0,0,0,0,1,1,0
2013.1.00198.S,B,uid://A001/X122/X3e1,Ready,TW_Hya_a_07_TE,1,0.0,0,0,0,0,1,1,0
2013.1.00198.S,B,uid://A001/X122/X3e2,FullyObserved,TW_Hya_a_07_TC,1,1.0,0,1,0,0,0,0,0
2013.1.00198.S,B,uid://A001/X122/X3e3,Ready,DM_Tau_a_06_TE,1,0.0,0,0,0,0,1,0,0
2013.1.00198.S,B,uid://A001/X122/X3e4,FullyObserved,DM_Tau_a_06_TC,1,1.0,0,1,0,0,0,0,0
2013.1.00198.S,B,uid://A001/X122/X3e5,Ready,dm_tau_a_07_TE,1,0.0,0,0,0,1,0,0,0
2013.1.00198.S,B,uid://A001/X122/X3e6,Ready,dm_tau_a_07_TC,1,0.0,0,0,0,0,0,0,0
2013.1.00046.S,B,uid://A001/X120/X91,Waiting,HD101584_a_06_TE,1,0.0,0,0,0,0,1,1,0
2013.1.00046.S,B,uid://A001/X120/X92,Waiting,HD101584_b_06_TE,1,0.0,0,0,0,0,1,1,0
2012.1.00826.S,B,uid://A002/X6dddc4/X46,FullyObserved,Group1_B7_12m,1,1.0,0,1,0,0,0,0,0
2012.1.00826.S,B,uid://A002/X6dddc4/X4a,Ready,Group2_B7_12m,1,0.0,0,1,0,0,0,0,0
2013.1.00993.S,C,uid://A002/X996c88/X2c,FullyObserved,PDR-N55_a_03_TE,3,3.0,0,1,1,1,1,1,0
2013.1.00993.S,C,uid://A002/X996c88/X2e,Ready,N55-PDR_a_06_TE,1,0.0,1,0,0,0,0,0,0
2013.1.00993.S,C,uid://A002/X996c88/X2d,FullyObserved,N55-PDR_a_03_TE,1,1.0,0,1,1,1,1,1,0
2013.1.01299.S,B,uid://A001/X121/X30f,Ready,Abell_61_a_06_TE,3,0.0,0,0,1,1,1,1,1
2013.1.01299.S,B,uid://A001/X121/X310,Ready,Abell_22_a_06_TE,3,0.0,0,0,1,1,1,1,1
2013.1.00048.S,A,uid://A001/X137/X2,Ready,Orion_So_a_07_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00048.S,A,uid://A001/X137/X3,Ready,Orion_So_a_08_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00048.S,A,uid://A001/X137/X4,Ready,Orion_So_b_08_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00048.S,A,uid://A001/X137/X5,Ready,Orion_So_c_08_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00262.S,B,uid://A001/X145/X93,FullyObserved,Cosmic_H_a_06_TE,1,1.0,0,1,0,0,0,0,0
2013.1.00262.S,B,uid://A001/X145/X94,FullyObserved,SMM_J140_a_06_TE,1,1.0,0,1,1,1,1,1,0
2013.1.00262.S,B,uid://A001/X145/X95,FullyObserved,8_OClock_a_06_TE,1,1.0,0,1,1,0,0,0,0
2013.1.00262.S,B,uid://A001/X145/X96,Ready,MS1512-c_a_06_TE,1,0.0,0,0,1,1,1,1,1
2013.1.00319.S,B,uid://A001/X144/X42,FullyObserved,ERO05293_a_06_TE,2,2.0,0,1,1,1,1,1,0
2013.1.00319.S,B,uid://A001/X144/X43,Ready,ERO05293_a_07_TE,2,0.0,0,1,1,1,0,0,0
2013.1.00368.S,B,uid://A001/X122/X4ec,Ready,NGC253_a_08_TE,1,0.0,0,1,0,0,0,0,0
2013.1.00368.S,B,uid://A001/X122/X4ee,Ready,NGC1068_a_08_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00368.S,B,uid://A001/X122/X4ef,Ready,arp220_a_08_TE,1,0.0,0,0,0,0,1,0,0
2013.1.00534.S,B,uid://A001/X121/X4a0,FullyObserved,Mrk_590_a_07_TE,2,2.0,0,0,0,0,1,1,0
2013.1.00854.S,B,uid://A001/X13b/X19,Ready,B1-bS_a_06_TE,3,0.0,0,0,0,0,0,1,1
2013.1.00147.S,B,uid://A001/X13b/X13,Ready,VY_Canis_a_07_TE,2,0.0,0,0,0,0,0,1,1
2013.1.00218.S,B,uid://A001/X122/X4bd,Ready,NGC7469_a_03_TE,2,0.0,0,0,0,0,0,1,1
2013.1.00218.S,B,uid://A001/X122/X4be,Ready,NGC7469_b_03_TE,2,0.0,0,0,0,0,0,1,1
2013.1.00218.S,B,uid://A001/X122/X4bf,Ready,NGC7469_c_03_TE,2,0.0,0,0,0,0,0,1,1
2013.1.00218.S,B,uid://A001/X122/X4c0,FullyObserved,NGC7469_d_03_TE,2,2.0,0,0,0,0,0,1,0
2013.1.00523.S,B,uid://A001/X122/X153,FullyObserved,hd_18132_a_06_TE,3,3.0,0,0,0,1,1,1,0
2013.1.01034.S,B,uid://A001/X132/Xd,Ready,Orion_KL_a_04_TE,1,0.0,0,0,0,0,0,0,1
2013.1.01034.S,B,uid://A001/X132/Xe,FullyObserved,Orion_KL_a_04_TC,1,1.0,0,1,0,0,0,0,0
2013.1.01034.S,B,uid://A001/X132/Xf,Ready,Orion_KL_b_04_TE,1,0.0,0,0,0,0,0,0,1
2013.1.01034.S,B,uid://A001/X132/X10,FullyObserved,Orion_KL_b_04_TC,1,1.0,0,1,0,0,0,0,0
2013.1.00252.S,B,uid://A001/X122/X5bd,Ready,OH_231.8_a_07_TE,3,1.0,0,0,0,0,1,1,0
2013.1.00252.S,B,uid://A001/X122/X5be,Ready,OH_231.8_b_07_TE,3,0.0,0,0,0,0,1,1,0
2013.1.00879.S,B,uid://A001/X11f/X71,FullyObserved,Lupus_3__a_06_TE,4,4.0,0,0,1,1,0,0,0
2013.1.00879.S,B,uid://A001/X11f/X72,FullyObserved,B335_a_06_TE,1,1.0,0,0,0,0,1,1,0
2013.1.00879.S,B,uid://A001/X11f/X73,FullyObserved,IRAS_162_a_06_TE,1,1.0,0,0,1,1,1,1,0
2013.1.00148.S,B,uid://A001/X139/X4,Ready,IRAS1348_a_07_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00588.S,B,uid://A001/X121/X3b2,FullyObserved,tau_Ceti_a_06_TE,1,1.0,0,1,0,0,0,0,0
2013.1.00178.S,C,uid://A001/X147/X6a,Ready,COSMOS_8_a_06_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00178.S,C,uid://A001/X147/X6b,Ready,COSMOS_8_a_07_TE,1,0.0,0,1,1,1,1,1,0
2013.1.00178.S,C,uid://A001/X147/X6c,Ready,COSMOS_8_b_06_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00178.S,C,uid://A001/X147/X6d,Ready,COSMOS_8_b_07_TE,1,0.0,0,1,1,1,1,1,0
2013.1.00209.S,B,uid://A001/X121/X4be,Ready,HOPS93_a_06_TE,4,0.0,0,0,0,0,0,1,1
2013.1.00271.S,B,uid://A001/X121/X47e,Ready,ESO320-G_a_06_TE,1,0.0,0,0,0,0,0,1,0
2013.1.00271.S,B,uid://A001/X121/X47f,FullyObserved,ESO320-G_a_06_TC,1,1.0,0,1,0,0,0,0,0
2013.1.00271.S,B,uid://A001/X121/X480,FullyObserved,IC4687_a_06_TE,1,1.0,0,0,0,0,0,1,0
2013.1.00271.S,B,uid://A001/X121/X481,Ready,IC4687_a_06_TC,1,0.0,0,1,0,0,0,0,0
2013.1.01004.S,B,uid://A001/X12b/X1d1,Ready,VLA1623A_a_07_TE,1,0.0,0,1,0,0,0,0,0
2013.1.01004.S,B,uid://A001/X137/X4c,Ready,VLA1623A_a_08_TE,1,0.0,0,1,1,0,0,0,0
2013.1.01004.S,B,uid://A001/X12b/X1d3,FullyObserved,VLA1623A_a_06_TE,1,1.0,0,0,0,0,1,1,0
2013.1.01004.S,B,uid://A001/X12b/X1d4,FullyObserved,VLA1623A_a_06_TC,1,1.0,1,1,0,0,0,0,0
2013.1.01004.S,B,uid://A001/X12b/X1d6,FullyObserved,VLA1623A_b_06_TE,1,1.0,0,0,0,0,1,1,0
2013.1.01004.S,B,uid://A001/X12b/X1d7,FullyObserved,VLA1623A_b_06_TC,1,1.0,1,1,0,0,0,0,0
2013.1.00904.S,C,uid://A001/X147/X13,Ready,CO_0.02-_a_08_TE,1,0.0,1,0,0,0,0,0,0
2013.1.00904.S,C,uid://A001/X147/X15,Ready,CO_0.02-_a_07_TE,1,0.0,1,0,0,0,0,0,0
2013.1.00256.S,C,uid://A001/X148/X50,Ready,L1448C_N_b_07_TE,2,0.0,0,0,0,0,0,0,1
2013.1.00256.S,C,uid://A001/X144/X22c,Ready,L1448C_N_a_07_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00071.S,B,uid://A002/X82316f/X1,Ready,SgrA_sta_a_08_TE,1,0.0,1,0,0,0,0,0,0
2012.1.01069.S,B,uid://A002/X67ccb6/X33,FullyObserved,HOPS_230_12m_CS32-12,2,2.0,1,0,0,0,0,0,0
2012.1.00538.S,B,uid://A002/X5d7935/Xcc,FullyObserved,G305_93_12m_C32-4,1,1.0,0,0,1,0,0,0,0
2012.1.00538.S,B,uid://A002/X5eed86/X66,FullyObserved,G305_98_12m_C32-4,1,1.0,0,0,1,0,0,0,0
2012.1.00538.S,B,uid://A002/X5eed86/X68,FullyObserved,G305_89_12m_C32-4,1,1.0,0,0,1,1,0,0,0
2013.1.01214.S,C,uid://A001/X147/X1df,Ready,vMa2_a_06_TE,4,0.0,0,1,0,0,0,0,0
2013.1.00187.S,C,uid://A001/X145/Xab,Ready,BN-54603_a_03_TE,4,0.0,0,0,0,1,0,0,0
2013.1.00187.S,C,uid://A001/X145/Xac,FullyObserved,162608-2_a_03_TE,2,2.0,0,1,1,1,0,0,0
2013.1.00686.T,B,uid://A001/X144/X18,FullyObserved,Ephemeri_a_06_TE,1,1.0,0,1,0,0,0,0,0
2012.1.00239.S,B,uid://A002/X5d7935/X354,FullyObserved,MC27_b6_12m_C32-2,1,1.0,0,1,0,0,0,0,0
2012.1.00239.S,B,uid://A002/X5d7935/X34f,FullyObserved,MC27_b7_12m_C32-3,1,1.0,0,0,1,1,0,0,0
2013.1.00210.S,B,uid://A001/X136/X14,Ready,NGC5253_a_06_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00210.S,B,uid://A001/X136/X15,FullyObserved,NGC5253_a_06_TC,1,1.0,0,1,0,0,0,0,0
2013.1.00231.S,B,uid://A001/X144/X105,Ready,MMS1_a_07_TE,3,0.0,0,1,1,0,0,0,0
2013.1.00231.S,B,uid://A001/X144/X106,Suspended,MMS3_a_07_TE,3,0.0,0,1,1,0,0,0,0
2013.1.00191.S,A,uid://A001/X12e/X1ca,FullyObserved,NGC253_a_03_TE,2,2.0,1,0,0,0,0,0,0
2013.1.00191.S,A,uid://A001/X12e/X1cc,FullyObserved,NGC253_a_06_TE,1,1.0,1,0,0,0,0,0,0
2013.1.00191.S,A,uid://A001/X12e/X1ce,Ready,NGC253_b_06_TE,1,0.0,0,0,0,0,0,1,1
2013.1.01391.S,C,uid://A001/X147/X261,Phase2Submitted,NGC6357__a_03_TE,1,0.0,0,1,1,0,0,0,0
2013.1.01391.S,C,uid://A001/X147/X265,Phase2Submitted,NGC6357__b_03_TE,1,0.0,0,1,1,0,0,0,0
2013.1.01391.S,C,uid://A001/X147/X269,Phase2Submitted,NGC6357__c_03_TE,1,0.0,0,1,1,0,0,0,0
2013.1.01391.S,C,uid://A001/X147/X26d,Phase2Submitted,NGC6357__d_03_TE,1,0.0,0,1,0,0,0,0,0
2013.1.01391.S,C,uid://A001/X147/X271,Phase2Submitted,NGC6357__e_03_TE,1,0.0,0,1,0,0,0,0,0
2013.1.01391.S,C,uid://A001/X147/X275,Phase2Submitted,NGC6357__g_03_TE,1,0.0,0,1,0,0,0,0,0
2013.1.00179.S,C,uid://A001/X147/X213,Ready,AFGL3068_a_06_TE,1,0.0,0,0,0,0,0,1,0
2013.1.00179.S,C,uid://A001/X147/X214,Ready,AFGL3068_a_06_TC,1,0.0,0,1,0,0,0,0,0
2013.1.00803.S,B,uid://A001/X121/X14f,Ready,Centauru_a_03_TE,2,1.0,0,0,0,1,1,0,0
2013.1.00803.S,B,uid://A001/X121/X150,FullyObserved,Centauru_a_03_TC,1,1.0,1,1,0,0,0,0,0
2013.1.00803.S,B,uid://A001/X121/X151,FullyObserved,Centauru_a_06_TE,1,1.0,0,1,0,0,0,0,0
2013.1.00803.S,B,uid://A001/X121/X154,FullyObserved,Centauru_b_03_TE,1,1.0,0,0,0,1,0,0,0
2013.1.00803.S,B,uid://A001/X121/X155,FullyObserved,Centauru_b_03_TC,1,1.0,0,1,0,0,0,0,0
2013.1.00803.S,B,uid://A001/X121/X158,FullyObserved,Centauru_b_06_TE,1,1.0,0,1,0,0,0,0,0
2013.1.01086.S,B,uid://A001/X13a/X142,Ready,L1527_IR_a_07_TE,2,0.0,0,0,0,0,0,1,1
2013.1.01086.S,B,uid://A001/X13a/X143,Ready,L1527_IR_a_07_TC,1,0.0,0,1,1,0,0,0,0
2013.1.01086.S,B,uid://A001/X13a/X144,Ready,L1527_IR_a_06_TE,1,0.0,0,0,0,0,0,0,1
2013.1.01086.S,B,uid://A001/X13a/X145,Ready,L1527_IR_a_06_TC,1,0.0,0,1,1,0,0,0,0
2013.1.00115.S,C,uid://A002/X95de6f/X52,Ready,6983_a_03_TE,1,0.0,0,0,1,0,0,0,0
2013.1.00115.S,C,uid://A001/X144/X1b7,Ready,5511_a_03_TE,1,0.0,0,0,1,0,0,0,0
2013.1.00115.S,C,uid://A002/X95de6f/X53,Ready,5393_a_03_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00115.S,C,uid://A002/X95de6f/X54,Ready,7248_a_03_TE,1,0.0,0,0,1,0,0,0,0
2013.1.00115.S,C,uid://A001/X144/X1b9,Ready,2408_a_03_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00115.S,C,uid://A001/X144/X1ba,Ready,11611_a_03_TE,1,0.0,0,0,1,0,0,0,0
2013.1.00115.S,C,uid://A001/X144/X1bb,Ready,5082_a_03_TE,1,0.0,0,0,1,0,0,0,0
2013.1.00115.S,C,uid://A001/X144/X1bc,Ready,6166_a_03_TE,1,0.0,0,0,1,0,0,0,0
2013.1.00115.S,C,uid://A002/X9908b7/X16,Ready,2190_a_03_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00115.S,C,uid://A001/X144/X1bd,Ready,2379_a_03_TE,1,0.0,0,0,1,1,0,0,0
2013.1.00115.S,C,uid://A002/X9908b7/X17,Ready,5249_a_03_TE,1,0.0,0,0,1,0,0,0,0
2012.1.00394.S,B,uid://A002/X639a2a/X3a,FullyObserved,L1448-IR_a_03_12,1,1.0,0,1,0,0,0,0,0
2012.1.00394.S,B,uid://A002/X639a2a/X3c,FullyObserved,L1448-IR_b_03_12,4,4.0,0,1,0,0,0,0,0
2012.1.00394.S,B,uid://A002/X639a2a/X3e,FullyObserved,Cha-MMS1_a_03_12,1,1.0,0,1,0,0,0,0,0
2012.1.00394.S,B,uid://A002/X639a2a/X40,FullyObserved,Cha-MMS1_b_03_12,1,1.0,0,1,0,0,0,0,0
2013.1.00469.S,B,uid://A001/X120/X20,Ready,VV114_a_09_TE,1,0.0,1,0,0,0,0,0,0
2013.1.00469.S,B,uid://A001/X120/X1c,Ready,VV114_a_08_TE,1,0.0,1,0,0,0,0,0,0
2013.1.00469.S,B,uid://A001/X120/X1e,FullyObserved,VV114_a_03_TE,1,1.0,0,1,1,0,0,0,0
2013.1.00469.S,B,uid://A001/X120/X1f,FullyObserved,VV114_a_06_TE,1,1.0,1,0,0,0,0,0,0
2012.1.00524.S,B,uid://A002/X684eb5/X28e,FullyObserved,Mira_a_07_12,2,2.0,0,1,1,0,0,0,0
2012.1.00524.S,B,uid://A002/X684eb5/X290,FullyObserved,W_Aql_a_07_12,2,2.0,0,1,1,0,0,0,0
2012.1.00524.S,B,uid://A002/X684eb5/X292,Ready,pi_Gru_a_07_12,2,1.0,1,0,0,0,0,0,0
2012.1.00524.S,B,uid://A002/X684eb5/X294,Ready,R_Aqr_a_07_12,3,0.0,1,1,1,0,0,0,0
